Annual_Income,Investment,Deduction,Tax
2631306,218250,213363,359907.9
3142371,283509,229459,488820.9
2062336,256932,177817,188276.1
4583848,331827,170784,924371.1
713001,114356,22023,13831.1
3430246,78896,135524,664747.8
2401061,381483,110187,272817.3
4200511,302244,72919,847604.4
3072136,240595,10540,546300.3
765693,81645,18837,21521.1
2886722,89551,162257,490474.2
489017,219570,113030,0.0
664994,286984,74889,156.05
1191768,106069,164478,48183.15
2090083,368134,202702,155774.1
1326941,68105,59054,89967.3
715982,25699,191912,9918.55
2788568,209608,19046,467974.2
523146,369344,246010,0.0
1414795,379950,239780,34506.5
1639330,164670,62495,132433.0
2927747,239547,50579,491286.3
2659381,146473,246394,379954.2
3820599,175846,69821,772479.6
3193295,203456,231703,527440.8
3533616,284966,105877,642831.9
327175,110585,86668,0.0
2935747,107420,175247,495924.0
2328808,295196,19012,304380.0
1607453,103574,17030,147369.8
3261786,150171,132047,593870.4
345028,251224,227522,0.0
1808242,139879,214536,140765.4
4935754,298695,239347,1019313.6
4569453,89915,153099,997931.7
413834,289805,212814,0.0
2617555,215619,103399,389561.1
1479787,354647,28565,74486.25
3262359,115406,238285,572600.4
1575569,211686,170362,89028.15
1666828,273043,111536,106449.8
2664165,261575,123921,383600.7
3458823,232282,166072,618140.7
3875654,368074,191775,694741.5
535711,164603,174197,0.0
1373389,281697,152710,50847.3
825919,161257,224586,7003.8
3581106,154564,195352,669357.0
1102746,209310,101122,34231.4
672381,78859,67540,11299.1
1226433,326774,203652,24600.7
4904548,216896,19225,1100528.1
2921252,191656,166509,468926.1
1770943,21076,106774,192927.9
651067,133868,92268,6246.55
710796,185211,38353,9361.6
1254001,217682,58531,56668.2
562023,188774,142730,0.0
3455599,282041,35150,641522.4
4936166,178607,154387,1080951.6
3427902,118343,159275,645085.2
1005111,345849,131159,11405.15
2570715,179270,48649,402838.8
2484805,397014,180495,272188.8
4554459,377539,248498,878526.6
2149054,210185,204689,220254.0
3707550,385944,30392,687364.2
1800184,327904,147115,115033.0
4424482,208912,26867,956610.9
3523523,143476,112216,680349.3
338668,317420,141429,0.0
3084837,81913,186512,544923.6
3869348,355752,165901,704308.5
2174914,33348,136874,301407.6
4260162,328822,182866,824542.2
4997395,165024,175030,1097202.3
3020742,134369,40408,553789.5
3020374,20318,36279,589133.1
3832299,359498,170539,690678.6
3295915,308155,112868,562467.6
520914,300931,65131,0.0
4359803,394430,51452,874176.3
612455,391304,236199,0.0
4724017,381176,210017,939847.2
1284586,185127,86855,61890.6
1996688,384449,167768,138894.2
3350581,271366,247619,549478.8
2911637,290896,73612,464138.7
3922277,217983,231445,741854.7
2334504,362650,37578,280282.8
4407137,210922,11908,955292.1
2504736,392526,108059,301245.3
3271372,118328,210254,582837.0
2638229,168610,197939,381504.0
3371881,294801,89368,596313.6
2721378,101119,225369,418467.0
4080121,303635,152658,787148.4
3812944,123010,161792,758442.6
1603324,197503,80940,114976.2
3622455,148801,97878,712732.8
4518173,214547,142697,948278.7
1119807,324324,107543,23794.0
4646720,300684,179258,950033.4
4320028,222587,232412,859508.7
2914496,27943,178226,512498.1
3122176,140730,212962,530545.2
1619277,291055,175229,82948.95
999971,250481,196133,12667.85
2843659,345144,27871,441193.2
4416233,89305,139742,956155.8
4710276,22479,122961,1069450.8
4325837,30112,65653,969021.6
1592057,391719,150180,67523.7
2483706,213684,216941,315924.3
735757,252548,125398,2890.55
2304376,66809,224878,303806.7
2529176,280462,44984,361119.0
1435111,52205,224312,83789.1
2642919,223676,222912,358899.3
1750948,187170,73478,148060.0
4357834,130947,34290,957779.1
2658630,316970,155505,355846.5
1844918,146201,239056,141932.2
4918170,369835,239129,992761.8
2952994,136558,211053,481614.9
2954716,384069,178671,417592.8
442512,258713,151890,0.0
3964379,253367,230809,744060.9
4635724,116320,16984,1050726.0
1799420,314545,182432,110488.6
2325915,110236,76286,341817.9
3598924,257879,15594,697635.3
3595647,84702,203332,692283.9
4150379,231945,220338,809428.8
4054409,162184,148243,823194.6
3214932,99297,106624,602703.3
897341,390471,126575,4014.75
1770982,157011,226677,127458.8
3579693,193021,60570,697830.6
4248422,153918,127291,890163.9
1451838,92353,105350,100827.0
2414563,27430,193995,357941.4
4729825,177400,138742,1024104.9
3835681,162223,129788,763101.0
4658285,178691,72405,1022156.7
2634291,316628,121606,358817.1
2345588,144506,72653,338528.7
2905982,178736,151282,472789.2
4454955,157852,69380,968316.9
3494967,219939,183677,627405.3
3235696,48604,111791,622590.3
687625,127385,215613,2231.35
3551106,37762,130598,714823.8
1622070,174837,171897,105067.2
2680721,214798,130996,400478.1
2843726,188115,129421,457857.0
4268280,238530,222313,842231.1
2792017,371374,242545,353429.4
4700252,161628,174863,1009128.3
1820057,361235,85237,124717.0
1111069,134919,102150,42400.0
1106626,150731,90202,41569.3
2411352,30004,80775,390171.9
356022,210028,222820,0.0
3049131,385870,94266,470698.5
3457796,171882,76391,662856.9
720529,227796,84894,5391.95
3233516,20247,60817,645735.6
411445,394046,79574,0.0
4084242,65995,52932,889594.5
3532831,341567,73404,635358.0
4668909,230419,30071,1022525.7
934029,220349,224108,9478.6
760370,81969,185400,9650.05
2002374,311196,63694,188245.2
4665276,331358,10733,996955.5
4249694,269983,71127,872575.2
3558505,185391,237103,640803.3
458944,219613,176761,0.0
3075494,88858,185361,540382.5
1611303,60765,88345,142438.6
4451765,163538,249274,911685.9
3144100,327428,154758,498574.2
4916805,332178,79034,1051677.9
1447162,315305,117620,62135.55
1296161,211883,145789,50773.35
4938482,253543,14854,1101025.5
2029685,73565,110162,253787.4
2147501,343458,118787,205576.8
923218,204698,24358,24416.2
4135250,220839,162929,825444.6
853291,334073,241889,0.0
2911198,244876,222192,433239.0
2429431,28086,14960,415915.5
4459738,381353,177355,870309.0
969407,174534,36576,30829.7
2788143,198841,101909,446217.9
587913,138409,28700,6040.2
4165770,206950,184612,832262.4
578821,168028,61166,2481.35
2430707,364707,57417,302574.9
1951243,395356,241543,112868.8
4137008,273831,29412,850129.5
2062375,125317,107760,248789.4
3877447,258860,69291,764788.8
3865652,65602,101255,809638.5
318803,156677,145303,0.0
1057744,358357,226140,8662.35
998736,168010,17521,36320.5
949539,132355,205641,16154.3
495404,334689,133815,0.0
267297,194606,21349,0.0
1038443,390864,42768,15481.1
3905074,35009,247644,786726.3
3515962,312390,105168,629521.2
3276394,48185,72985,646567.2
1477146,242127,17611,93481.6
3130304,368632,29012,519798.0
1583572,66642,229126,107560.8
4955907,29185,249763,1103087.7
865863,84366,59725,27177.2
4951669,299649,11548,1092141.6
4015056,310166,100297,781377.9
3575315,205333,155060,664476.6
1078791,167511,104729,35655.1
4070887,362340,202258,751886.7
3096274,94385,24497,593217.6
4645564,246236,140337,977697.3
626794,241443,212653,0.0
4128450,90272,160948,863169.0
3283349,186449,167891,578702.7
1771466,23909,231217,154902.0
2730252,165939,148911,424620.6
1032877,215757,232804,14215.8
4135180,365625,48457,816329.4
3860793,78527,126584,796704.6
3549973,166441,127143,676916.7
3330977,260209,118296,585741.6
2549899,305951,244792,299746.8
2222424,30856,138919,315794.7
1586092,157867,71976,121249.8
1100350,245993,20275,38408.2
3729027,182135,48151,749622.3
3455228,212023,44173,659709.6
417647,374349,221057,0.0
2583679,177400,103800,390743.7
685477,385447,53612,0.0
1933523,271958,25960,190681.5
4446656,254573,14538,953263.5
4577308,89098,60338,1028361.6
3210033,136382,38709,610482.6
1831420,214637,143211,144714.4
1036261,385044,176518,8734.95
3744708,303041,177634,679209.9
3078630,155442,160175,528903.9
4494402,175117,57204,978624.3
3329042,107236,34432,656212.2
3012081,383895,178442,434923.2
376060,68671,217026,0.0
4574848,385677,135211,916188.0
3046461,218849,243826,475135.8
3327099,181711,237207,572454.3
3094180,80874,218168,538541.4
2871578,172350,161413,461344.5
4837878,390603,220454,968046.3
1922795,219623,16069,206130.9
4343886,190655,215287,881383.2
2504103,375823,154365,292174.5
3189362,90400,108582,597114.0
812060,29676,110895,22148.9
1756145,286378,133529,117247.6
2898202,132451,140640,487533.3
1442931,366403,168626,46185.3
1121522,159598,108658,40326.6
1792247,316770,123982,120299.0
4622216,21207,94162,1052054.1
2431906,102844,47667,384418.5
852276,72097,245612,11728.35
1750134,140069,61632,164529.9
2854884,335735,108861,423086.4
1955243,131248,56106,230366.7
4524692,97313,79022,1004507.1
4272928,386393,92081,838336.2
489779,60459,140891,0.0
3225605,384475,98164,522889.8
1038140,261832,125386,20092.2
3808539,213171,118469,743069.7
3996037,122599,79080,838307.4
2373238,248663,95697,308663.4
4976276,98405,176045,1110547.8
4838727,109399,28376,1110285.6
1868963,326946,139942,130415.0
840381,300926,60184,8963.55
3182235,392590,226275,469011.0
3933909,152970,70854,813025.5
1789600,191140,97936,150157.2
2477503,87963,80455,392725.5
4482939,358447,196198,878488.2
3320771,103956,126521,627088.2
1393647,209726,240367,51533.1
3861646,56123,87934,815276.7
1666953,338342,98904,95941.4
2944245,263429,163802,455104.2
4372186,335016,28167,902700.9
671280,24902,195408,7548.5
1159245,177922,73178,46221.75
591207,68554,27568,9754.25
1480746,194106,241044,66839.4
3539791,215915,82369,672452.1
842632,159352,212432,8542.4
4287106,362634,69657,856444.5
1722178,261372,10571,140047.0
1412189,197886,178140,65424.45
4120426,77465,30122,903851.7
664299,188801,141655,1692.15
2631486,52800,132011,434002.5
3926158,254074,202961,740736.9
4411900,225495,198477,896378.4
375438,117143,163035,0.0
4020183,138529,112874,830634.0
2167043,248749,222348,208783.8
2449391,258092,38364,345880.5
885719,98871,81227,25562.1
3051445,353857,85861,483518.1
1058258,323350,99950,18495.8
4774474,286070,15126,1041983.4
3114140,133682,102144,563494.2
3814462,63056,13762,821293.2
431948,88495,12786,1533.35
2832814,104147,77078,495476.7
4019457,185233,126363,812358.3
1456751,169479,88349,89838.45
1203692,222672,157489,37353.1
467770,76714,202377,0.0
4349906,149613,26294,952199.7
2687245,157711,78335,435359.7
2952882,284622,132184,460822.8
2040008,273134,224847,162608.1
2076525,84546,82459,272856.0
4763070,248934,242061,981622.5
1588530,213948,60209,112874.6
4716951,370517,16938,998848.8
2431913,49974,227493,346333.8
1728768,64183,236321,135652.8
1815213,120361,132285,168770.1
3013398,339292,114875,467769.3
938152,394151,184993,2950.4
652980,394383,145460,0.0
1288336,128747,212630,52043.85
3128350,121245,78163,578682.6
1418932,183996,17247,93537.8
1699087,305526,210251,87496.5
2781528,46649,32575,510691.2
2358542,247748,30146,324194.4
1187635,392703,32371,31256.1
3752626,118099,102243,759685.2
1636689,50373,117102,143842.8
4066126,233752,61507,831260.1
3316983,225573,36875,616360.5
3096230,42791,23792,608894.1
2368433,209968,235100,277009.5
4706397,43115,189795,1042046.1
3928621,168413,93253,800086.5
4806766,395253,95928,994675.5
1547991,103489,94393,120021.8
3981404,306021,81679,778111.2
2064188,322417,201973,161939.4
2357359,76035,243109,311464.5
468401,163477,159542,0.0
1235132,244420,29734,54146.7
409292,131141,154175,0.0
4941066,270766,57728,1083771.6
3417759,213381,100487,631167.3
713937,61767,208560,7180.5
3214391,140456,177550,568915.5
2931206,78565,191917,498217.2
1442097,109461,40766,108374.0
437771,130159,185587,0.0
487199,305235,55240,0.0
3107281,301728,231255,472289.4
2982481,387005,172360,426934.8
2524316,221696,77310,367593.0
3852615,396832,125261,699156.6
1833214,36550,47432,224769.6
1001518,112816,211667,22703.5
763313,293775,130050,1974.4
4181586,283269,114775,835062.6
3464215,70581,32497,708341.1
3710989,304629,38283,710423.1
2582214,390683,122597,320680.2
2580229,229402,182184,350592.9
2113462,103554,182760,248144.4
904224,94398,122039,23778.7
2500397,152762,217079,339166.8
2249284,297884,85280,259836.0
2251676,264470,79199,272402.1
1934532,199715,201983,159850.2
704418,108560,22463,13669.75
1722542,105877,222986,128735.8
4723014,291300,98614,999930.0
812621,397112,179981,0.0
3779801,116589,147232,754794.0
1848099,345533,120840,126345.2
4444463,353082,37682,916109.7
4063233,349644,137776,772743.9
1461569,342878,232183,43650.8
4811307,168278,115446,1058274.9
1445885,314481,106401,63750.45
1406083,251437,162477,58825.35
2224324,107095,229862,266210.1
4148190,281522,180148,805956.0
3638445,345973,150398,642622.2
2992974,220473,178582,478175.7
3742099,351974,95065,688518.0
1529180,66939,34527,135542.8
3583178,295109,111019,653115.0
4781211,294372,222694,979243.5
2834182,68419,51313,514335.0
2058286,379057,31777,194235.6
4849757,275416,72382,1050587.7
4613089,69229,183334,1008157.8
3047921,251535,227074,470793.6
4624142,163894,46499,1024124.7
519160,50070,25390,7185.0
2819931,219795,186653,424044.9
691904,144045,67853,9000.3
828526,289279,27921,10566.3
1087393,230116,181932,22534.5
3595503,381237,42945,651396.3
1064422,381770,159832,11141.0
984983,262763,181578,12032.1
2513429,321585,248368,283042.8
3385812,280195,197055,572568.6
4525115,398334,13243,934061.4
3126280,190956,236699,509587.5
3188687,242675,144738,540382.2
1666842,169115,223929,104759.6
2581256,116108,29411,430721.1
3939024,95043,93940,825012.3
4646650,23062,201198,1026717.0
3952418,110236,33586,842578.8
2531608,72214,90168,410767.8
4180010,73409,77510,908727.3
3891771,161940,68862,798290.7
4329441,88089,11258,969028.2
1210652,114047,115356,57187.35
2438370,37428,29494,411434.4
1798485,390427,52202,121171.2
1817343,222565,154600,138035.6
3575495,189461,94673,687408.3
3635744,54734,228786,705667.2
1005612,227156,127363,20109.3
4244528,347251,138839,827531.4
2326475,369033,90544,260069.4
2391912,132168,87400,351703.2
3394311,104170,141028,644733.9
535622,263543,108723,0.0
2212889,176651,117148,275727.0
2156862,215174,209479,219662.7
4276390,54782,70589,945305.7
1646436,90160,172504,126754.4
917540,138296,156274,17297.0
2445690,73077,88637,385192.8
1838236,310678,240243,107463.0
4955815,320780,137088,1049384.1
3232410,264002,26238,582651.0
1654355,381252,21179,100384.8
2925480,332630,231357,408447.9
3674083,114096,40793,755758.2
2714722,53435,18004,492984.9
3151092,53152,124462,592043.4
2500229,129620,31116,401847.9
1772534,341096,134439,109399.8
1972907,301782,96047,172523.4
2765967,252816,123917,416770.2
4925112,399580,227584,989384.4
3120574,36396,41856,612696.6
3138939,191566,241618,511726.5
4236280,177855,219423,851700.6
2294940,156475,12488,337793.1
2349409,43838,93432,363641.7
3422382,321063,81152,606050.1
4131857,360039,126331,793646.1
4787871,330139,42791,1024482.3
541464,276097,110641,0.0
4989400,95593,41027,1155834.0
2923829,151172,153663,485698.2
368581,376335,247398,0.0
4102256,212792,14726,862421.4
588540,90514,246470,0.0
751590,293132,14133,7216.25
1668412,231139,196753,98104.0
3610492,255910,76280,683490.6
1880369,135137,73044,201656.4
1122328,359373,96097,21685.8
3360691,121471,170885,620500.5
1608097,320292,100105,88155.0
3550354,306840,147012,628950.6
1544315,31629,239425,104652.2
2825508,154928,33196,491215.2
2626219,51051,16217,467685.3
1608311,265131,29433,112749.4
4760784,237405,20934,1050733.5
1539467,315613,64377,83921.55
414074,224793,214476,0.0
2820466,92372,226881,450363.9
3905180,63406,247327,778334.1
4733120,369898,36198,998107.2
1040645,55017,206445,32918.3
3537093,292849,54357,656966.1
1267481,170678,57787,65852.4
3844804,369055,167435,692494.2
312507,258750,188531,0.0
1355710,112469,165091,71722.5
2588377,93654,195999,389617.2
4637373,374329,95275,950330.7
1056564,65318,166661,37458.5
4168949,274423,204744,806934.6
1859473,153286,51113,196522.2
1961952,280895,152165,158667.6
987954,277177,212869,9895.4
3158056,94070,226448,551261.4
957173,332013,189012,6807.4
4760579,195768,135182,1028888.7
929447,285399,33792,16025.6
1311404,47841,227258,65445.75
3230248,281121,117112,549604.5
2863987,25334,193273,493614.0
3003913,228889,162099,483877.5
2785232,387278,244680,345982.2
2628907,60522,224917,403040.4
4782688,190780,82381,1052858.1
3079915,50697,147882,564400.8
2613162,384080,156300,321834.6
1165113,143935,45225,56392.95
2942794,36029,213490,507982.5
2461549,347694,36187,323300.4
2595704,260957,145313,356830.2
4831025,263533,160565,1022078.1
673332,357651,20729,0.0
542575,257648,22549,0.0
1709700,108719,48013,165890.4
279336,108499,249195,0.0
3451078,121383,34347,688604.4
1892425,159199,178280,166483.8
2857622,297790,74772,445518.0
2136963,234816,50378,255530.7
3022605,304857,11998,511725.0
1697947,314411,201342,87329.1
4426426,286008,191355,884718.9
4106756,96197,175832,850418.1
1748339,137201,122172,147793.2
926296,226930,124100,13763.3
629039,92246,166161,3531.6
778714,314524,244416,0.0
3161190,61284,125400,592351.8
4885352,230994,37737,1084986.3
802439,143556,206822,7603.05
4392535,75277,48514,980623.2
523452,35316,203854,0.0
1028883,226811,199019,15305.3
4621047,244800,197205,953712.6
2439921,31325,177609,369296.1
3448156,170160,244243,610125.9
1012371,357066,133549,11087.8
3507945,133949,60232,694129.2
4018950,386708,104766,758242.8
392980,96803,216225,0.0
4946671,297563,20461,1088594.1
2684003,242088,92394,404856.3
507354,204821,19323,0.0
